id,food_name,disposal_rate,energy(KJ),energy(Kcal),moisture,protein_by_amino_acid_composition,protein,fatty_acid_tria_silglycerol_equivalent,cholesterol,lipid,available_carbohydrates(single_sugar),available_carbohydrates_(mass_meters),available_carbohydrates_by_the_dispatch_method,total_amount_of_dietary_fiber,sugar_alcohol,carbohydrate,organic_acid,ash,sodium,potassium,calcium,magnesium,rin,iron,zinc,copper,manganese
112,こむぎ　［その他］　ちくわぶ,0,677,160,60.4,6.5,7.1,1,0,1.2,0,0,30.3,1.5,0,31.1,0,0.2,1,3,8,6,31,0.5,0.2,0.07,0.08
113,こむぎ　［その他］　パン粉　生,0,1173,277,35,9.1,11,4.6,0,5.1,51.5,47.2,47,3,0,47.6,0,1.3,350,110,25,29,97,1.1,0.7,0.15,0.47
114,こむぎ　［その他］　パン粉　半生,0,1336,315,26,10.4,12.5,5.2,0,5.8,58.6,53.8,53.5,3.5,0,54.3,0,1.4,400,130,28,34,110,1.2,0.8,0.17,0.53
115,こむぎ　［その他］　パン粉　乾燥,0,1561,369,13.5,12.1,14.6,6.1,0,6.8,68.5,62.9,62.5,4,0,63.4,0,1.7,460,150,33,39,130,1.4,0.9,0.2,0.62
116,こむぎ　［その他］　冷めん　生,0,1058,249,36.4,3.4,3.9,0.6,0,0.7,57.6,52.4,57.1,1.1,0,57.6,0,1.4,530,59,11,12,57,0.3,0.2,0.05,0.21
117,こめ　［水稲穀粒］　玄米,0,1472,346,14.9,6,6.8,2.5,0,2.7,78.4,71.3,72.4,3,0,74.3,0,1.2,1,230,9,110,290,2.1,1.8,0.27,2.06
118,こめ　［水稲穀粒］　半つき米,0,1470,345,14.9,5.6,6.5,1.7,0,1.8,81.5,74.1,75.7,1.4,0,75.9,0,0.8,1,150,7,64,210,1.5,1.6,0.24,1.4
119,こめ　［水稲穀粒］　七分つき米,0,1483,348,14.9,5.4,6.3,1.4,0,1.5,83.3,75.8,76.8,0.9,0,76.6,0,0.6,1,120,6,45,180,1.3,1.5,0.23,1.05
120,こめ　［水稲穀粒］　精白米　うるち米,0,1455,342,14.9,5.3,6.1,0.8,0,0.9,83.1,75.6,78.1,0.5,0,77.6,0,0.4,1,89,5,23,95,0.8,1.4,0.22,0.81
121,こめ　［水稲穀粒］　精白米　もち米,0,1455,343,14.9,5.8,6.4,1,0,1.2,77.6,70.5,77.4,0.5,0,77.2,0,0.4,0,97,5,33,100,0.2,1.5,0.22,1.3
122,こめ　［水稲穀粒］　精白米　インディカ米,0,1472,347,13.7,6.4,7.4,0.7,0,0.9,80.3,73,78.3,0.5,0,77.7,0,0.4,1,68,5,18,90,0.5,1.6,0.2,0.88
123,こめ　［水稲穀粒］　はいが精米,0,1460,343,14.9,0,6.5,1.9,0,2,79.4,72.2,74.7,1.3,0,75.8,0,0.7,1,150,7,51,150,0.9,1.6,0.22,1.54
124,こめ　［水稲穀粒］　発芽玄米,0,1440,339,14.9,5.5,6.5,2.8,0,3.3,76.2,69.3,72.6,3.1,0,74.3,0,1.1,3,160,13,120,280,1,1.9,0.23,2.07
125,こめ　［水稲穀粒］　赤米,0,1460,344,14.6,0,8.5,0,0,3.3,71.6,65.2,65.4,6.5,0,71.9,0,1.4,2,290,12,130,350,1.2,2.4,0.27,2.5
126,こめ　［水稲穀粒］　黒米,0,1447,341,15.2,0,7.8,0,0,3.2,72.3,65.7,66.4,5.6,0,72,0,1.4,1,270,15,110,310,0.9,1.9,0.22,4.28
127,こめ　［水稲めし］　玄米,0,647,152,60,2.4,2.8,0.9,0,1,35.1,32,34.7,1.4,0,35.6,0,0.6,1,95,7,49,130,0.6,0.8,0.12,1.04
128,こめ　［水稲めし］　半つき米,0,654,154,60,2.2,2.7,0.5,0,0.6,36.8,33.5,36.1,0.8,0,36.4,0,0.3,1,43,4,22,53,0.2,0.7,0.11,0.6
129,こめ　［水稲めし］　七分つき米,0,681,160,60,2.1,2.6,0.5,0,0.5,36.8,33.5,36.7,0.5,0,36.7,0,0.2,1,35,4,13,44,0.2,0.7,0.11,0.46
130,こめ　［水稲めし］　精白米　インディカ米,0,781,184,54,3.2,3.8,0.3,0,0.4,41,37.3,41.9,0.4,0,41.5,0,0.2,0,31,2,8,41,0.2,0.8,0.1,0.42
131,こめ　［水稲めし］　精白米　うるち米,0,663,156,60,2,2.5,0.2,0,0.3,38.1,34.6,36.1,1.5,0,37.1,0,0.1,1,29,3,7,34,0.1,0.6,0.1,0.35
132,こめ　［水稲めし］　精白米　もち米,0,801,188,52.1,3.1,3.5,0.4,0,0.5,45.6,41.5,43.9,0.4,0,43.9,0,0.1,0,28,2,5,19,0.1,0.8,0.11,0.5
133,こめ　［水稲めし］　はいが精米,0,679,159,60,0,2.7,0.6,0,0.6,37.9,34.5,35.6,0.8,0,36.4,0,0.3,1,51,5,24,68,0.2,0.7,0.1,0.68
134,こめ　［水稲めし］　発芽玄米,0,680,161,60,2.7,3,1.3,0,1.4,33.2,30.2,33.7,1.8,0,35,0,0.5,1,68,6,53,130,0.4,0.9,0.11,0.93
135,こめ　［水稲めし］　赤米,0,636,150,61.3,0,3.8,0,0,1.3,31,28.2,29.3,3.4,0,32.7,0,0.6,1,120,5,55,150,0.5,1,0.12,1
136,こめ　［水稲めし］　黒米,0,634,150,62,0,3.6,0,0,1.4,30.9,28.2,28.9,3.3,0,32.2,0,0.6,0,130,7,55,150,0.4,0.9,0.11,1.95
137,こめ　［水稲軟めし］　精白米,0,482,113,71.5,0,1.8,0,0,0.3,27.1,24.7,25.2,1.1,0,26.4,0,0.1,1,20,3,5,24,0.1,0.4,0.08,0.25
138,こめ　［水稲全かゆ］　玄米,0,274,64,83,1,1.2,0.4,0,0.4,14.9,13.6,14.8,0.6,0,15.2,0,0.2,1,41,3,21,55,0.2,0.3,0.05,0.44
139,こめ　［水稲全かゆ］　半つき米,0,278,65,83,0.9,1.1,0.3,0,0.3,15.7,14.2,15.4,0.3,0,15.5,0,0.1,0,18,2,9,23,0.1,0.3,0.05,0.26
140,こめ　［水稲全かゆ］　七分つき米,0,289,68,83,0.9,1.1,0.2,0,0.2,15.6,14.2,15.6,0.2,0,15.6,0,0.1,0,15,2,6,19,0.1,0.3,0.04,0.19
141,こめ　［水稲全かゆ］　精白米,0,278,65,83,0.9,1.1,0.1,0,0.1,16.2,14.7,15.8,0.1,0,15.7,0,0.1,0,12,1,3,14,0,0.3,0.04,0.15
142,こめ　［水稲五分かゆ］　玄米,0,137,32,91.5,0.5,0.6,0.2,0,0.2,7.5,6.8,7.4,0.3,0,7.6,0,0.1,0,20,1,10,28,0.1,0.2,0.03,0.22
143,こめ　［水稲五分かゆ］　半つき米,0,138,32,91.5,0.5,0.6,0.1,0,0.1,7.8,7.1,7.7,0.1,0,7.7,0,0.1,0,9,1,5,11,0,0.2,0.02,0.13
144,こめ　［水稲五分かゆ］　七分つき米,0,138,32,91.5,0.5,0.6,0.1,0,0.1,7.8,7.1,7.7,0.1,0,7.7,0,0.1,0,8,1,3,9,0,0.1,0.02,0.1
145,こめ　［水稲五分かゆ］　精白米,0,141,33,91.5,0.4,0.5,0.1,0,0.1,8.1,7.4,7.9,0.1,0,7.9,0,0,0,6,1,1,7,0,0.1,0.02,0.08
146,こめ　［水稲おもゆ］　玄米,0,81,19,95,0.3,0.4,0.1,0,0.1,4.4,4,4.3,0.2,0,4.4,0,0.1,0,12,1,6,16,0.1,0.1,0.01,0.13
147,こめ　［水稲おもゆ］　半つき米,0,82,19,95,0.2,0.3,0.1,0,0.1,4.6,4.2,4.6,0.1,0,4.6,0,0,0,5,1,3,7,0,0.1,0.01,0.08
148,こめ　［水稲おもゆ］　七分つき米,0,87,20,95,0.2,0.3,0.1,0,0.1,4.6,4.2,4.7,0,0,4.6,0,0,0,4,1,2,5,0,0.1,0.01,0.06
149,こめ　［水稲おもゆ］　精白米,0,80,19,95,0.2,0.3,0,0,0,4.8,4.3,4.8,0,0,4.7,0,0,0,4,0,1,4,0,0.1,0.01,0.04
150,こめ　［陸稲穀粒］　玄米,0,1517,357,14.9,8.7,10.1,2.5,0,2.7,78.4,71.3,69.7,3,0,71.1,0,1.2,1,230,9,110,290,2.1,1.8,0.27,1.53
151,こめ　［陸稲穀粒］　半つき米,0,1514,356,14.9,8.1,9.6,1.7,0,1.8,81.5,74.1,73.1,1.4,0,72.9,0,0.8,1,150,7,64,210,1.5,1.6,0.24,1.04
152,こめ　［陸稲穀粒］　七分つき米,0,1528,359,14.9,8,9.5,1.4,0,1.5,83.3,75.8,74.1,0.9,0,73.4,0,0.7,1,120,6,45,180,1.3,1.5,0.23,0.78
153,こめ　［陸稲穀粒］　精白米,0,1409,331,14.9,7.8,9.3,0.8,0,0.9,77.6,70.5,75.6,0.5,0,74.5,0,0.4,1,89,5,23,95,0.8,1.4,0.22,0.59
154,こめ　［陸稲めし］　玄米,0,665,156,60,3.5,4.1,0.9,0,1,35.1,32,33.6,1.4,0,34.3,0,0.6,1,95,7,49,130,0.6,0.8,0.12,0.77
155,こめ　［陸稲めし］　半つき米,0,669,157,60,3.1,3.8,0.5,0,0.6,36.8,33.5,35.2,0.8,0,35.3,0,0.3,1,43,4,22,53,0.2,0.7,0.11,0.45
156,こめ　［陸稲めし］　七分つき米,0,660,155,60,2.9,3.6,0.5,0,0.5,36.8,33.5,35.9,0.5,0,35.7,0,0.2,1,35,4,13,44,0.2,0.7,0.11,0.34
157,こめ　［陸稲めし］　精白米,0,670,157,60,2.8,3.5,0.3,0,0.3,38.1,34.6,36.5,0.3,0,36.1,0,0.1,1,29,3,7,34,0.1,0.6,0.1,0.26
158,こめ　［うるち米製品］　アルファ化米　一般用,0,1527,358,7.9,5,6,0.8,0,1,87.6,79.6,84.7,1.2,0,84.8,0,0.3,5,37,7,14,71,0.1,1.6,0.22,0.6
159,こめ　［うるち米製品］　アルファ化米　学校給食用強化品,0,1527,358,7.9,5,6,0.8,0,1,87.6,79.6,84.7,1.2,0,84.8,0,0.3,5,37,7,14,71,0.1,1.6,0.22,0.6
160,こめ　［うるち米製品］　おにぎり,0,723,170,57,2.4,2.7,0.3,0,0.3,39.7,36.1,39.3,0.4,0,39.4,0,0.6,200,31,3,7,37,0.1,0.6,0.1,0.38
161,こめ　［うるち米製品］　焼きおにぎり,0,709,166,56,2.7,3.1,0.3,0,0.3,40.6,36.9,39.5,0.4,0,39.5,0,1.1,380,56,5,11,46,0.2,0.7,0.1,0.37
162,こめ　［うるち米製品］　きりたんぽ,0,850,200,50,2.8,3.2,0.4,0,0.4,46.1,41.9,46.2,0.4,0,46.2,0,0.2,1,36,4,9,43,0.1,0.7,0.12,0.4
163,こめ　［うるち米製品］　上新粉,0,1464,343,14,5.4,6.2,0.8,0,0.9,83.5,75.9,78.8,0.6,0,78.5,0,0.4,2,89,5,23,96,0.8,1,0.19,0.75
164,こめ　［うるち米製品］　玄米粉,0,1572,370,4.6,5.4,7.1,2.5,0,2.9,84.8,77.1,82.6,3.5,0,84.1,0,1.3,3,230,12,110,290,1.4,2.4,0.3,2.49
165,こめ　［うるち米製品］　米粉,0,1512,356,11.1,5.1,6,0.6,0,0.7,81.7,74.3,82.2,0.6,0,81.9,0,0.3,1,45,6,11,62,0.1,1.5,0.23,0.6
166,こめ　［うるち米製品］　米粉パン　食パン,0,1043,247,41.2,10.2,10.7,4.6,0,5.1,38.3,35,40.9,0.7,0,41.6,0,1.4,420,57,22,14,61,0.8,1.3,0.18,0.54
167,こめ　［うるち米製品］　米粉パン　ロールパン,0,1081,256,41.2,8.2,8.8,6.2,18,6.7,39.4,36.1,41.5,0.6,0,42,0,1.3,370,66,26,12,65,0.6,1.2,0.16,0.43
168,こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,0,1048,247,41.2,2.8,3.4,2.8,0,3.1,55.6,50.8,51.3,0.9,0,51.3,0,1,340,92,4,11,46,0.2,0.9,0.12,0.38
169,こめ　［うるち米製品］　米粉めん,0,1069,252,37,3.2,3.6,0.6,0,0.7,56.6,51.5,57.9,0.9,0.2,58.4,0,0.3,48,43,5,11,56,0.1,1.1,0.15,0.48
170,こめ　［うるち米製品］　ビーフン,0,1526,360,11.1,5.8,7,1.5,0,1.6,79.9,72.7,80.3,0.9,0,79.9,0,0.4,2,33,14,13,59,0.7,0.6,0.06,0.33
171,こめ　［うるち米製品］　ライスペーパー,0,1442,339,13.2,0.4,0.5,0.2,0,0.3,85.7,77.9,83.7,0.8,0,84.3,0,1.7,670,22,21,21,12,1.2,0.1,0.03,0.14
172,こめ　［うるち米製品］　米こうじ,0,1106,260,33,4.6,5.8,1.4,0,1.7,60.3,55.9,59.3,1.4,0,59.2,0,0.3,3,61,5,16,83,0.3,0.9,0.16,0.74
173,こめ　［もち米製品］　もち,0,947,223,44.5,3.6,4,0.5,0,0.6,50,45.5,50.8,0.5,0,50.8,0,0.1,0,32,3,6,22,0.1,0.9,0.13,0.58
174,こめ　［もち米製品］　赤飯,0,790,186,53,3.6,4.3,0.5,0,0.6,41,37.3,41.1,1.6,0,41.9,0,0.2,0,71,6,11,34,0.4,0.9,0.13,0.45
175,こめ　［もち米製品］　あくまき,0,555,131,69.5,2,2.3,1.5,0,1.8,29,26.4,26.1,0.2,0,25.7,0,0.7,16,300,6,6,10,0.1,0.7,0.05,0.39
176,こめ　［もち米製品］　白玉粉,0,1477,347,12.5,5.5,6.3,0.8,0,1,84.2,76.5,80.4,0.5,0,80,0,0.2,2,3,5,6,45,1.1,1.2,0.17,0.55
177,こめ　［もち米製品］　道明寺粉,0,1489,349,11.6,6.1,7.1,0.5,0,0.7,85.1,77.3,80.9,0.7,0,80.4,0,0.2,4,45,6,9,41,0.4,1.5,0.22,0.9
178,こめ　［その他］　米ぬか,0,1556,374,10.3,10.9,13.4,17.5,0,19.6,27.5,25.3,32.9,20.5,0,48.8,0,7.9,7,1500,35,850,2000,7.6,5.9,0.48,15
179,そば　そば粉　全層粉,0,1438,339,13.5,10.2,12,2.9,0,3.1,70.2,63.9,67.3,4.3,0,69.6,0,1.8,2,410,17,190,400,2.8,2.4,0.54,1.09
180,そば　そば粉　内層粉,0,1455,342,14,5.1,6,1.5,0,1.6,81.2,73.8,76.8,1.8,0,77.6,0,0.8,1,190,10,83,130,1.7,0.9,0.37,0.49
181,そば　そば粉　中層粉,0,1417,334,13.5,8.7,10.2,2.5,0,2.7,71.3,64.9,68.9,4.4,0,71.6,0,2,2,470,19,220,390,3,2.2,0.58,1.17
182,そば　そば粉　表層粉,0,1425,337,13,12.8,15,3.3,0,3.6,45.5,41.5,60.5,7.1,0,65.1,0,3.3,2,750,32,340,700,4.2,4.6,0.91,2.42
183,そば　そば米,0,1471,347,12.8,8,9.6,2.3,0,2.5,70.8,64.4,71.8,3.7,0,73.7,0,1.4,1,390,12,150,260,1.6,1.4,0.38,0.76
184,そば　そば　生,0,1149,271,33,8.2,9.8,1.7,0,1.9,56.4,51.3,50.3,6,0,54.5,0,0.8,1,160,18,65,170,1.4,1,0.21,0.86
185,そば　そば　ゆで,0,552,130,68,3.9,4.8,0.9,0,1,27,24.5,24.1,2.9,0,26,0,0.2,2,34,9,27,80,0.8,0.4,0.1,0.38
186,そば　そば　半生そば,0,1378,325,23,8.7,10.5,0,0,3.8,64.9,59,56.5,6.9,0.1,61.8,0,0.9,3,190,20,74,180,1.3,1.2,0.24,0.99
187,そば　干しそば　乾,0,1463,344,14,11.7,14,2.1,0,2.3,72.4,65.9,65.6,3.7,0,66.7,0,3,850,260,24,100,230,2.6,1.5,0.34,1.11
188,そば　干しそば　ゆで,0,479,113,72,3.9,4.8,0.6,0,0.7,23.6,21.5,21.6,1.5,0,22.1,0,0.4,50,13,12,33,72,0.9,0.4,0.1,0.33
189,とうもろこし　玄穀　黄色種,0,1441,341,14.5,7.4,8.6,4.5,0,5,71.2,64.8,63.3,9,0,70.6,0,1.3,3,290,5,75,270,1.9,1.7,0.18,0
190,とうもろこし　玄穀　白色種,0,1441,341,14.5,7.4,8.6,4.5,0,5,71.2,64.8,63.3,9,0,70.6,0,1.3,3,290,5,75,270,1.9,1.7,0.18,0
191,とうもろこし　コーンミール　黄色種,0,1591,375,14,7,8.3,3.6,0,4,79.7,72.5,66.1,8,0,72.4,0,1.3,2,220,5,99,130,1.5,1.4,0.16,0.38
192,とうもろこし　コーンミール　白色種,0,1591,375,14,7,8.3,3.6,0,4,79.7,72.5,66.1,8,0,72.4,0,1.3,2,220,5,99,130,1.5,1.4,0.16,0.38
193,とうもろこし　コーングリッツ　黄色種,0,1498,352,14,7.6,8.2,0.9,0,1,82.3,74.8,74.7,2.4,0,76.4,0,0.4,1,160,2,21,50,0.3,0.4,0.07,0
194,とうもろこし　コーングリッツ　白色種,0,1498,352,14,7.6,8.2,0.9,0,1,82.3,74.8,74.7,2.4,0,76.4,0,0.4,1,160,2,21,50,0.3,0.4,0.07,0
195,とうもろこし　コーンフラワー　黄色種,0,1478,347,14,5.7,6.6,2.5,0,2.8,79.7,72.5,75.6,1.7,0,76.1,0,0.5,1,200,3,31,90,0.6,0.6,0.08,0.13
196,とうもろこし　コーンフラワー　白色種,0,1478,347,14,5.7,6.6,2.5,0,2.8,79.7,72.5,75.6,1.7,0,76.1,0,0.5,1,200,3,31,90,0.6,0.6,0.08,0.13
197,とうもろこし　ジャイアントコーン　フライ　味付け,0,1718,409,4.3,5.2,5.7,10.6,0,11.8,0,0,67.8,10.5,0,76.6,0,1.6,430,110,8,88,180,1.3,1.6,0.07,0.3
198,とうもろこし　ポップコーン,0,1979,472,4,8.7,10.2,21.7,0,22.8,59.5,54.1,52.8,9.3,0,59.6,0,3.4,570,300,7,95,290,4.3,2.4,0.2,0
199,とうもろこし　コーンフレーク,0,1618,380,4.5,6.8,7.8,1.2,0,1.7,89.9,82.2,82.7,2.4,0,83.6,0,2.4,830,95,1,14,45,0.9,0.2,0.07,0
200,はとむぎ　精白粒,0,1496,353,13,12.5,13.3,0,0,1.3,0,0,72.4,0.6,0,72.2,0,0.2,1,85,6,12,20,0.4,0.4,0.11,0.81
201,ひえ　精白粒,0,1534,361,12.9,8.4,9.4,3,0,3.3,77.9,70.8,70.2,4.3,0,73.2,0,1.3,6,240,7,58,280,1.6,2.2,0.15,1.37
202,もろこし　玄穀,0,1454,344,12,9,10.3,4.7,0,4.7,65.6,59.7,62.7,9.7,0,71.1,0,1.9,2,590,16,160,430,3.3,2.7,0.44,1.63
203,もろこし　精白粒,0,1473,348,12.5,8,9.5,2.3,0,2.6,72,65.4,71.5,4.4,0,74.1,0,1.3,2,410,14,110,290,2.4,1.3,0.21,1.12
204,ライむぎ　全粒粉,0,1342,317,12.5,10.8,12.7,2,0,2.7,61.2,55.7,60,13.3,0,70.7,0,1.4,1,400,31,100,290,3.5,3.5,0.44,2.15
205,ライむぎ　ライ麦粉,0,1368,324,13.5,7.8,8.5,1.2,0,1.6,64.4,58.6,64,12.9,0,75.8,0,0.6,1,140,25,30,140,1.5,0.7,0.11,0
206,＜いも類＞　アメリカほどいも　塊根　生,20,616,146,56.5,3.5,5.9,0.2,0,0.6,33.3,30.5,26.8,11.1,0,35.6,0.4,1.5,5,650,73,39,120,1.1,0.6,0.13,0.26
207,＜いも類＞　アメリカほどいも　塊根　ゆで,15,609,144,57.1,3.7,6,0.3,0,0.8,30.4,27.9,28.5,8.4,0,34.5,0.4,1.5,5,650,78,42,120,1,0.7,0.14,0.34
208,＜いも類＞　きくいも　塊茎　生,20,278,66,81.7,0,1.9,0,0,0.4,2.8,2.7,12.2,1.9,0,14.7,0.5,1.3,1,610,14,16,66,0.3,0.3,0.17,0.08
209,＜いも類＞　きくいも　塊茎　水煮,0,215,51,85.4,0,1.6,0,0,0.5,2.2,2.1,8.7,2.1,0,11.3,0.4,1.2,1,470,13,13,56,0.3,0.3,0.14,0.07
210,＜いも類＞　こんにゃく　精粉,0,786,194,6,0,3,0,0,0.1,0,0,5.4,79.9,0,85.3,0,5.6,18,3000,57,70,160,2.1,2.2,0.27,0.41
211,＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,0,21,5,97.3,0,0.1,0,0,0,0,0,0.1,2.2,0,2.3,0,0.3,10,33,43,2,5,0.4,0.1,0.02,0.02
212,＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,0,35,8,96.2,0,0.1,0,0,0.1,0,0,0.3,3,0,3.3,0,0.3,2,44,68,5,7,0.6,0.2,0.04,0.05
213,＜いも類＞　こんにゃく　赤こんにゃく,0,24,6,97.1,0,0.1,0,0,0,0,0,0.2,2.3,0,2.5,0,0.3,11,48,46,3,5,78,0.1,0.03,0.02
214,＜いも類＞　こんにゃく　凍みこんにゃく　乾,0,777,192,12,0,3.3,0,0,1.4,0,0,5.8,71.3,0,77.1,0,6.2,52,950,1600,110,150,12,4.4,0.86,1.22
215,＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,0,169,42,80.8,0,0.7,0,0,0.3,0,0,1.3,15.5,0,16.8,0,1.4,11,210,340,23,32,2.7,1,0.19,0.27
216,＜いも類＞　こんにゃく　しらたき,0,28,7,96.5,0,0.2,0,0,0,0,0,0.1,2.9,0,3,0,0.3,10,12,75,4,10,0.5,0.1,0.02,0.03
217,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,2,539,127,64.6,0.8,0.9,0.1,0,0.5,31,28.4,30.5,2.8,0,33.1,0.4,0.9,23,380,40,24,46,0.5,0.2,0.13,0.37
218,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,4,548,129,64.2,0.7,0.9,0.1,0,0.2,31.1,28.9,29.7,3.8,0,33.7,0.5,1,22,390,40,23,47,0.5,0.2,0.13,0.39
219,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,0,866,205,52.4,1.2,1.4,6.3,0,6.8,36.3,33.5,35.6,3.1,0,38.4,0.5,1,36,380,51,25,57,0.5,0.2,0.14,0.63
220,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,9,536,126,65.6,1,1.2,0.1,0,0.2,30.9,28.3,29.7,2.2,0,31.9,0.4,1,11,480,36,24,47,0.6,0.2,0.17,0.41
221,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,5,559,131,65.6,1,1.2,0.1,0,0.2,32.6,30.3,30,2.3,0,31.9,0,1,11,480,36,24,47,0.6,0.2,0.17,0.41
222,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,10,643,151,58.1,1.2,1.4,0.1,0,0.2,36.7,34.4,35.3,3.5,0,39,0.5,1.3,13,540,34,23,55,0.7,0.2,0.2,0.32
223,＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,0,1176,277,22.2,2.7,3.1,0.2,0,0.6,66.5,62.5,65.8,5.9,0,71.9,1,2.2,18,980,53,45,93,2.1,0.5,0.3,0.4
224,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,15,522,123,66,0.9,1.2,0.1,0,0.3,29.9,27.5,29.2,2.5,0,31.7,0.4,0.8,30,370,24,26,56,0.6,0.2,0.21,0.5
225,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,6,519,122,66.2,1,1.2,0.1,0,0.3,29.2,27.2,28.3,3,0,31.4,0.5,0.9,28,420,34,26,55,0.6,0.3,0.22,0.44
226,＜いも類＞　（さといも類）　さといも　球茎　生,15,227,53,84.1,1.2,1.5,0.1,0,0.1,11.2,10.3,10.5,2.3,0,13.1,0.6,1.2,0,640,10,19,55,0.5,0.3,0.15,0.19
227,＜いも類＞　（さといも類）　さといも　球茎　水煮,0,221,52,84,1.3,1.5,0.1,0,0.1,11.1,10.2,11.3,2.4,0,13.4,0,1,1,560,14,17,47,0.4,0.3,0.13,0.17
228,＜いも類＞　（さといも類）　さといも　球茎　冷凍,0,292,69,80.9,1.8,2.2,0.1,0,0.1,13.7,12.5,13.9,2,0,16.1,0.6,0.7,3,340,20,20,53,0.6,0.4,0.13,0.57
229,＜いも類＞　（さといも類）　セレベス　球茎　生,25,338,80,76.4,1.7,2.2,0.2,0,0.3,17.1,15.6,17.3,2.3,0,19.8,0.8,1.3,0,660,18,29,97,0.6,0.7,0.15,0.32
230,＜いも類＞　（さといも類）　セレベス　球茎　水煮,0,326,77,77.5,1.7,2.1,0.2,0,0.3,16.6,15.2,16.8,2.2,0,19.1,0.6,1,0,510,17,24,82,0.6,0.8,0.12,0.31
231,＜いも類＞　（さといも類）　たけのこいも　球茎　生,10,411,97,73.4,1.3,1.7,0.2,0,0.4,20.4,18.6,20.6,2.8,0,23.5,0.6,1,1,520,39,32,70,0.5,1.5,0.11,0.55
232,＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,0,363,86,75.4,1.3,1.6,0.2,0,0.4,19.2,17.6,19.3,2.4,0,21.8,0.5,0.8,1,410,37,28,63,0.5,1.5,0.09,0.53
233,＜いも類＞　（さといも類）　みずいも　球茎　生,15,470,111,70.5,0.5,0.7,0.2,0,0.4,25.3,23.1,25.3,2.2,0,27.6,0.5,0.8,6,290,46,23,35,1,0.2,0.05,0.56
234,＜いも類＞　（さといも類）　みずいも　球茎　水煮,0,428,101,72,0.5,0.7,0.2,0,0.4,24.1,22,23.5,2.5,0,26.1,0.4,0.8,5,270,79,23,35,1,0.2,0.05,0.47
235,＜いも類＞　（さといも類）　やつがしら　球茎　生,20,398,94,74.5,2.5,3,0.3,0,0.7,20.2,18.4,18.6,2.8,0,20.5,0,1.3,1,630,39,42,72,0.7,1.4,0.23,1.3
236,＜いも類＞　（さといも類）　やつがしら　球茎　水煮,0,392,92,75.6,2.3,2.7,0.3,0,0.6,19.9,18.2,17.9,2.8,0,20,0,1.1,1,520,34,39,56,0.6,1.3,0.21,1.25
237,＜いも類＞　じゃがいも　塊茎　皮つき　生,1,213,51,81.1,1.4,1.8,0,0,0.1,15.5,14.2,6.2,9.8,0,15.9,0.5,1,1,420,4,19,46,1,0.2,0.09,0.42
238,＜いも類＞　じゃがいも　塊茎　皮つき　電子レンジ調理,0,331,78,77.6,1.6,2.1,0,0,0.2,17.1,15.6,15.5,3.9,0,19.2,0.5,0.9,0,430,4,23,58,0.9,0.3,0.12,0.45
239,＜いも類＞　じゃがいも　塊茎　皮つき　フライドポテト　（生を揚げたもの）,0,641,153,65.2,2.1,2.7,5.3,1,5.6,23.6,21.6,21.4,4.3,0,25.4,0.7,1.1,1,580,6,29,78,1.6,0.4,0.14,0.55
240,＜いも類＞　じゃがいも　塊茎　皮なし　生,10,245,59,79.8,1.3,1.8,0,0,0.1,17,15.5,8.5,8.9,0,17.3,0.5,1,1,410,4,19,47,0.4,0.2,0.09,0.37
241,＜いも類＞　じゃがいも　塊茎　皮なし　水煮,0,301,71,80.6,1.4,1.7,0,0,0.1,16,14.6,13.9,3.1,0,16.9,0.4,0.7,1,340,4,16,32,0.6,0.2,0.1,0.1
242,＜いも類＞　じゃがいも　塊茎　皮なし　蒸し,5,322,76,78.8,1.5,1.9,0.1,0,0.3,16.6,15.1,14.7,3.5,0,18.1,0.5,0.9,1,420,5,24,38,0.6,0.3,0.08,0.12
243,＜いも類＞　じゃがいも　塊茎　皮なし　電子レンジ調理,6,329,78,78,1.5,1.9,0,0,0.1,17.4,15.9,15.5,3.5,0,19,0.5,1,1,430,4,20,47,0.4,0.3,0.1,0.4
244,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（生を揚げたもの）,0,668,159,64.2,2.1,2.7,5.5,1,5.9,25.1,23,22.6,3.9,0,26.2,0.6,1,1,570,5,29,78,0.5,0.4,0.14,0.48
245,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（市販冷凍食品を揚げたもの）,0,958,229,52.9,2.3,2.9,10.3,0,10.6,27.5,25,30.2,3.1,0,32.4,0,1.2,2,660,4,35,48,0.8,0.4,0.15,0.19
